"","folio","ginc_1_2","ginc_3","ginc_4","ginc_5","ginc_6","ginc_7","bin_telefono","bin_celular","bin_tvpaga","bin_conex_inte","bin_agua","bin_electricidad","coche","propiedad","piso_tierra","piso_cemento","piso_otro","bin_sex","share_h","share_ocup","hablaind","inst","prospera","adultom","rururb","tam_grande","tam_med","tam_medpeq","tam_peq","ent","mun","region","no_edu","kinder","primaria","secundaria","preparatoria","licenciatura","postgrado","factor","upm"
"12180","2031400010000001020501",1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.5,0.25,0,"ISSSTE",0,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,5186,55
"12181","2031400010000001960101",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.6,0.4,0,NA,0,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,1970,55
"12182","2031400010000001960201",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.428571428571429,0.428571428571429,0,NA,0,0,1,0,0,0,1,"20","20314",6,0,0,0,1,0,0,0,3979,55
"12183","2031400010000001960202",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.25,0.25,0,NA,1,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,3979,55
"12184","2031400010000001970102",1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0.285714285714286,0.142857142857143,0,"Otro",0,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,5186,55
"12185","2031400010000001970201",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.428571428571429,0.142857142857143,0,NA,0,0,1,0,0,0,1,"20","20314",6,0,0,0,1,0,0,0,3979,55
"12186","2031400010000001970301",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4,0,0,NA,0,0,1,0,0,0,1,"20","20314",6,0,0,0,1,0,0,0,1970,55
"12187","2031400010000001970401",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,5701,55
"12188","2031400010000001970402",1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0.4,0.6,0,NA,0,1,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,5701,55
"12189","2031400010000001970501",0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0.666666666666667,1,0,"IMSS",0,0,1,0,0,0,1,"20","20314",6,0,0,1,0,0,0,0,5186,55
"12190","2032700500000001010101",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"20","20327",6,1,0,0,0,0,0,0,2222,34
"12191","2032700500000001010102",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5,0,0,NA,1,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,2518,34
"12192","2032700500000001010201",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.666666666666667,0,1,NA,1,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,6711,34
"12193","2032700500000001010202",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.6,0.2,0,NA,1,0,1,0,0,0,1,"20","20327",6,0,0,0,1,0,0,0,5701,34
"12194","2032700500000001010203",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.5,0,0,NA,0,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,3979,34
"12195","2032700500000001010301",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.666666666666667,0,0,NA,0,0,1,0,0,0,1,"20","20327",6,0,0,0,0,1,0,0,8236,34
"12196","2032700500000001010401",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,1,NA,0,0,1,0,0,0,1,"20","20327",6,1,0,0,0,0,0,0,2518,34
"12197","2032700500000001010402",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.75,0,0,NA,0,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,5701,34
"12198","2032700500000001010501",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.5,0,0,NA,1,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,5186,34
"12199","2032700500000001020101",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0.5,1,"Otro",0,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,2222,34
"12200","2032700500000001020102",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.6,0,0,"Otro",0,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,1970,34
"12201","2032700500000001020201",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.666666666666667,0,0,NA,0,0,1,0,0,0,1,"20","20327",6,0,0,1,0,0,0,0,3979,34
"12202","2032700500000001020202",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.666666666666667,0,0,"Otro",1,0,1,0,0,1,0,"20","20327",6,0,0,1,0,0,0,0,3979,34
"12203","2032700500000001020301",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.75,0.25,1,NA,1,0,1,0,0,0,1,"20","20327",6,0,0,0,0,1,0,0,9097,34
"12204","2032700500000001020401",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.8,0,0,"Otro",1,0,1,0,0,0,1,"20","20327",6,0,0,0,0,1,0,0,5701,34
"12205","2032700500000001020501",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,"Otro",0,0,1,0,0,0,1,"20","20327",6,1,0,0,0,0,0,0,5277,34
"12206","2032700500000001020502",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,0,1,"Otro",0,0,1,0,0,0,1,"20","20327",6,1,0,0,0,0,0,0,5186,34
"12207","2037800020000001010201",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,"Otro",0,0,1,0,0,0,1,"20","20378",6,0,0,1,0,0,0,0,3979,72
"12208","2037800020000001040401",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.333333333333333,0,0,NA,1,1,1,0,1,0,0,"20","20378",6,0,0,1,0,0,0,0,9097,72
"12209","2037800020000001040402",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333333333333,0.333333333333333,0,NA,1,0,1,0,0,0,1,"20","20378",6,0,0,1,0,0,0,0,6711,72
"12210","2037800020000001040501",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.666666666666667,0.166666666666667,0,NA,1,1,1,0,0,0,1,"20","20378",6,0,0,0,0,1,0,0,9097,72
"12211","2037800020000001950101",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0.333333333333333,0,NA,0,0,1,0,0,0,1,"20","20378",6,0,0,0,1,0,0,0,2222,72
"12212","2037800020000001950102",0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0.333333333333333,0.833333333333333,0,NA,0,1,1,0,0,0,1,"20","20378",6,0,0,1,0,0,0,0,2222,72
"12213","2037800020000001950201",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.666666666666667,0,0,NA,0,0,1,0,0,0,1,"20","20378",6,0,0,1,0,0,0,0,6711,72
"12214","2037800020000001950301",0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,NA,1,0,1,0,0,0,1,"20","20378",6,0,0,0,1,0,0,0,6711,72
"12215","2037800020000001970101",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.25,0.75,0,NA,1,0,1,0,0,0,1,"20","20378",6,0,0,0,1,0,0,0,5186,72
"12216","2037800020000001970501",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.333333333333333,0.5,1,NA,1,1,1,0,0,0,1,"20","20378",6,0,0,1,0,0,0,0,5186,72
"12217","2038500010181003930201",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.75,0.5,0,"IMSS Prospera",0,0,0,0,0,1,0,"20","20385",6,0,0,0,0,1,0,0,3979,40
"12218","2038500010181003940201",0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0.5,0.25,0,"IMSS",0,0,0,0,1,0,0,"20","20385",6,0,0,0,0,0,1,0,3979,40
"12219","2038500010181003950401",1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.25,0.5,0,NA,0,0,0,0,0,0,1,"20","20385",6,0,0,0,1,0,0,0,5701,40
"12220","2038500010181007930101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.333333333333333,0,0,"ISSSTE",0,0,0,0,1,0,0,"20","20385",6,0,0,0,0,0,1,0,2222,40
"12221","2038500010181007950101",0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,1,1,0,1,0,0,0,"20","20385",6,0,0,0,1,0,0,0,2518,40
"12222","2038500010181007950103",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,"IMSS",0,0,0,1,0,0,0,"20","20385",6,0,0,0,1,0,0,0,1970,40
"12223","2038500010181007950401",0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"20","20385",6,0,0,0,0,0,1,0,5701,40
"12224","2038500010181013930301",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.666666666666667,0.833333333333333,0,NA,0,0,0,0,0,0,1,"20","20385",6,0,0,0,0,1,0,0,11680,40
"12225","2038500010181013930501",1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0.5,0.5,0,"Otro",0,0,0,0,1,0,0,"20","20385",6,0,0,0,0,1,0,0,3979,40
"12226","2038500010181013950202",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0.4,0.4,0,NA,0,0,0,0,0,0,1,"20","20385",6,0,0,1,0,0,0,0,3979,40
"12227","2038500010181013950501",0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,0,0,1,"20","20385",6,0,0,1,0,0,0,0,3979,40
"12228","2039000010196004940101",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.142857142857143,0.428571428571429,1,NA,1,0,0,0,0,0,1,"20","20390",6,1,0,0,0,0,0,0,2222,30
"12229","2039000010196004940201",0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0.5,0.25,0,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,11680,30
"12230","2039000010196004960501",1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0.5,0.583333333333333,1,"IMSS",0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,5186,30
"12231","2039000010196010940301",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.333333333333333,1,0,"IMSS",1,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,8236,30
"12232","2039000010196010960101",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,NA,0,0,0,0,0,0,1,"20","20390",6,1,0,0,0,0,0,0,2222,30
"12233","2039000010196010960501",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.375,0.25,0,"ISSSTE",0,0,0,0,0,0,1,"20","20390",6,0,0,0,0,0,1,0,2222,30
"12234","2039000010196020930201",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.333333333333333,0.333333333333333,1,NA,0,0,0,0,1,0,0,"20","20390",6,0,0,0,0,1,0,0,6711,30
"12235","2039000010196020930301",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.75,1,0,NA,0,0,0,0,0,1,0,"20","20390",6,0,0,0,1,0,0,0,8236,30
"12236","2039000010196020930401",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.5,1,1,"IMSS",0,0,0,0,0,0,1,"20","20390",6,0,0,0,0,1,0,0,5701,30
"12237","2039000010228002020401",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0.75,1,0,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,5701,30
"12238","2039000010228002940401",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.666666666666667,0.5,1,NA,0,0,0,0,1,0,0,"20","20390",6,0,0,1,0,0,0,0,7017,30
"12239","2039000010228002940501",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0.428571428571429,0.571428571428571,1,"IMSS",0,0,0,0,0,0,1,"20","20390",6,0,0,1,0,0,0,0,5186,30
"12240","2039000010228002970201",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.666666666666667,0.333333333333333,0,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,6711,30
"12241","2039000010228002970501",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.5,0.333333333333333,0,NA,0,0,0,0,0,1,0,"20","20390",6,0,0,1,0,0,0,0,5186,30
"12242","2039000010228022930201",0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0.666666666666667,0,1,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,3979,30
"12243","2039000010228022940101",1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.333333333333333,1,1,"IMSS",0,0,0,0,0,0,1,"20","20390",6,0,0,0,1,0,0,0,2222,30
"12244","2039000010228022950101",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5,0.833333333333333,1,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,1,0,0,0,0,5186,30
"12245","2039000010228024930201",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,"Otro",0,0,0,0,0,0,1,"20","20390",6,1,0,0,0,0,0,0,6711,30
"12246","2039000010228024940501",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0.428571428571429,0.571428571428571,1,"IMSS",0,0,0,0,0,0,1,"20","20390",6,0,0,1,0,0,0,0,5186,30
"12247","2039000010228024950301",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.5,1,0,NA,0,0,0,0,0,0,1,"20","20390",6,0,0,0,0,0,1,0,8236,30
"12248","2039700010159026970101",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6,0.4,0,NA,0,0,0,0,0,1,0,"20","20397",6,0,0,1,0,0,0,0,5186,2
"12249","2039700010159026970102",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0,1,"IMSS",0,0,0,0,0,0,1,"20","20397",6,0,0,0,0,0,1,0,9097,2
"12250","2039700010159026970201",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.25,0.25,1,NA,0,0,0,0,0,0,1,"20","20397",6,0,0,0,0,1,0,0,9097,2
"12251","2039700010159026970202",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.714285714285714,0.285714285714286,1,NA,1,1,0,0,0,0,1,"20","20397",6,0,0,1,0,0,0,0,3979,2
"12252","2039700010159026970401",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2,0.2,1,"IMSS",0,0,0,0,0,0,1,"20","20397",6,0,0,0,0,1,0,0,11680,2
"12253","2039700010159026970402",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.25,0.25,1,NA,0,0,0,0,0,0,1,"20","20397",6,0,0,1,0,0,0,0,7017,2
"12254","2039700010159053960101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.6,0.4,1,"IMSS",1,0,0,0,0,0,1,"20","20397",6,0,0,0,0,1,0,0,2518,2
"12255","2039700010159053960102",1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.75,0.5,0,NA,0,0,0,0,0,0,1,"20","20397",6,0,0,0,1,0,0,0,2518,2
"12256","2039700010159053960201",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0,NA,0,0,0,0,0,0,1,"20","20397",6,0,0,0,1,0,0,0,6711,2
"12257","2039700010159053960301",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.5,1,"IMSS",1,0,0,0,0,0,1,"20","20397",6,0,0,1,0,0,0,0,2518,2
"12258","2039700010159053960501",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2,0.6,1,NA,1,0,0,0,0,0,1,"20","20397",6,0,0,1,0,0,0,0,3979,2
"12259","2039700010159053960502",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.333333333333333,0,1,"ISSSTE",0,1,0,0,0,0,1,"20","20397",6,0,0,0,1,0,0,0,5186,2
"12260","2039800010048006010101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0.5,0,NA,0,1,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,2222,52
"12261","2039800010048006010201",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.6,0.4,1,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,0,1,0,0,0,6711,52
"12262","2039800010048006010301",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.2,0.2,0,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,9097,52
"12263","2039800010048014030101",0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.8,0.4,0,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,2518,52
"12264","2039800010048014030201",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,0.5,0,NA,0,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,3979,52
"12265","2039800010048014030301",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.25,0,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,9097,52
"12266","2039800010048014030501",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.166666666666667,0.333333333333333,1,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,5186,52
"12267","2039800010048034010401",1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0.5,0.5,1,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,5701,52
"12268","2039800010048034020401",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.5,0.166666666666667,1,NA,0,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,7017,52
"12269","2039800010052006010201",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,NA,0,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,3979,52
"12270","2039800010052006030101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0,1,NA,0,0,0,0,0,0,1,"20","20398",6,1,0,0,0,0,0,0,2222,52
"12271","2039800010052006030401",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.5,0.25,0,NA,1,0,0,0,0,0,1,"20","20398",6,0,0,0,1,0,0,0,2518,52
"12272","2039800010052006940101",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.3,0.8,1,NA,0,0,0,0,0,0,1,"20","20398",6,1,0,0,0,0,0,0,2222,52
"12273","2039800010052023010501",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.428571428571429,0.428571428571429,1,NA,1,1,0,0,0,0,1,"20","20398",6,1,0,0,0,0,0,0,5186,52
"12274","2039800010052037020201",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.25,0.5,1,"Otro",0,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,6711,52
"12275","2039800010052037930501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1,NA,0,0,0,0,0,0,1,"20","20398",6,0,0,1,0,0,0,0,5186,52
"12276","2050500010069009930101",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,2222,54
"12277","2050500010069009930102",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.5,0.75,0,NA,0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,2222,54
"12278","2050500010069009940201",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0.333333333333333,0,0,"IMSS",0,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,3979,54
"12279","2050500010069016930101",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,"IMSS",1,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,2518,54
"12280","2050500010069016930301",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.4,0.2,0,NA,0,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,9097,54
"12281","2050500010069016940201",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0.333333333333333,0.666666666666667,1,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,3979,54
"12282","2050500010069016940202",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0.5,0,0,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,3979,54
"12283","2050500010069024930301",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,NA,0,1,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,9097,54
"12284","2050500010069024930501",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.5,0.5,0,NA,1,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,5186,54
"12285","2050500010069024940401",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.5,0.25,1,"Otro",1,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,5701,54
"12286","2050500010069024940402",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.5,0.5,1,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,5701,54
"12287","2050500010069024940501",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,0,1,"IMSS",1,0,0,1,0,0,0,"20","20505",6,0,0,1,0,0,0,0,5186,54
"12288","205050001011A007930201",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.2,0.4,0,"IMSS",0,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,3979,54
"12289","205050001011A007930202",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.5,0,0,NA,0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,3979,54
"12290","205050001011A007940501",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0.75,0.5,0,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,5186,54
"12291","205050001011A024930101",0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,1,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,2222,54
"12292","205050001011A024930201",0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.666666666666667,0.5,1,"ISSSTE",0,0,0,0,0,0,1,"20","20505",6,0,0,0,0,0,1,0,3979,54
"12293","205050001011A024940301",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.2,0.2,0,"Otro",0,0,0,0,0,0,1,"20","20505",6,1,0,0,0,0,0,0,9097,54
"12294","205050001011A024940401",0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"20","20505",6,0,0,0,0,0,0,0,5701,54
"12295","205050001011A025930101",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5,0.166666666666667,0,NA,0,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,2222,54
"12296","205050001011A025930102",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6,0.4,1,NA,1,0,0,0,0,0,1,"20","20505",6,0,0,0,1,0,0,0,2518,54
"12297","205050001011A025940401",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.6,0.2,0,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,0,0,1,0,0,5701,54
"12298","205050001011A025940501",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.5,0,0,"Otro",0,0,0,0,0,0,1,"20","20505",6,0,0,1,0,0,0,0,5186,54
"12299","2051500010525002970101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.666666666666667,0.166666666666667,1,"Otro",1,0,0,0,0,1,0,"20","20515",6,0,0,0,1,0,0,0,3979,36
"12300","2051500010525016970201",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.5,0.25,0,NA,0,1,0,0,0,1,0,"20","20515",6,0,0,1,0,0,0,0,3979,36
"12301","2051500010525016970202",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.75,1,NA,0,0,0,0,0,1,0,"20","20515",6,0,0,1,0,0,0,0,3979,36
"12302","2051500010525016970501",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.75,0.25,1,NA,1,0,0,0,0,0,1,"20","20515",6,0,0,1,0,0,0,0,5186,36
"12303","2051500010525055970402",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.666666666666667,1,0,"Otro",1,0,0,0,0,0,1,"20","20515",6,0,0,1,0,0,0,0,5701,36
"12304","2051500010756002970101",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.5,0.5,1,NA,0,0,0,0,0,0,1,"20","20515",6,0,0,1,0,0,0,0,5186,36
"12305","2051500010756002970102",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,1,"20","20515",6,0,0,1,0,0,0,0,2222,36
"12306","2051500010756011970201",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.166666666666667,0.5,1,NA,1,0,0,0,0,0,1,"20","20515",6,0,0,0,1,0,0,0,3979,36
"12307","2051500010756011970202",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.4,0.2,0,NA,0,0,0,0,0,0,1,"20","20515",6,0,0,0,0,1,0,0,3979,36
"12308","2051500010756011970301",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.5,0.5,0,"Otro",0,0,0,0,0,0,1,"20","20515",6,0,0,0,0,0,1,0,8236,36
"12309","2051500010756011970401",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,NA,0,1,0,0,0,0,1,"20","20515",6,0,0,0,0,1,0,0,7017,36
