"","folio","index","sex","ethnicity","birth_region","father_educ","mother_educ","father_ocup"
"16742","3105000010417025390470",0.389487489106464,1,0,6,0,2,"04"
"16743","3105000010417025400501",-1.12883956720409,0,0,6,0,0,"07"
"16744","3105000010417025410370",0.096659114383566,0,0,6,3,6,"07"
"16745","3105000010417031390101",3.10845860850852,1,0,6,2,0,"08"
"16746","3105000010417031400101",-0.810757864504468,1,1,6,0,6,"NT"
"16747","3105000010417034390102",5.17394700814976,1,0,6,6,0,"06"
"16748","3105000010417034410201",-1.08697651386573,0,1,6,2,3,"09"
"16749","3105000010417034410202",0.181310454402223,0,0,6,9,9,"02"
"16750","3105000010417034410501",4.10587517158406,1,0,6,6,12,"08"
"16751","3105000010436009350202",-0.159426085569907,0,0,6,0,0,"08"
"16752","3105000010436009410401",5.71022326655274,0,1,6,18,14,"02"
"16753","3105000010436009410501",2.2356504987088,1,0,6,18,9,"02"
"16754","3105000010436013350270",-1.22275720027969,0,0,6,0,0,"NT"
"16755","3105000010436013390270",4.36791929075478,0,1,6,9,6,"04"
"16756","3105000010436013400501",0.414626798098746,1,1,6,0,0,"07"
"16757","3105000010436016390101",3.51395090534911,1,0,6,0,17,"02"
"16758","3105000010436016400101",1.72605709483141,1,0,6,9,15,"08"
"16759","3105000010436016400301",2.43982261654753,1,0,6,16,12,"02"
"16760","310500001060A008400170",3.33803116234614,1,0,6,0,0,"09"
"16761","310500001060A008400270",-2.08536756236843,0,0,6,0,0,"08"
"16762","310500001060A008410370",2.88130568991042,1,0,6,0,9,"08"
"16763","310500001060A013390401",-0.608071133680226,1,0,6,0,6,"07"
"16764","310500001060A013400202",-2.948695348916,0,0,6,0,6,"04"
"16765","310500001060A013410502",-0.12180135971329,1,0,6,0,0,"06"
"16766","310500001060A027390201",1.25475748981004,0,1,6,6,2,"04"
"16767","310500001060A027410170",4.28197725202567,1,1,6,0,6,"07"
"16768","310500001060A027410570",-2.08116801232399,1,1,6,9,6,"05"
"16769","3105000010652003390101",3.54532374065658,1,0,6,0,0,"04"
"16770","3105000010652003390102",1.72605709483141,1,0,6,0,0,"06"
"16771","3105000010652003390501",-2.81118180099578,0,1,6,0,0,"NT"
"16772","3105000010652039410201",3.46638925449352,0,0,6,0,0,"NT"
"16773","3105000010652039410301",1.15022529137978,1,1,6,2,2,"02"
"16774","3105000010652039410501",-1.67723661730772,1,1,6,0,6,"06"
"16775","3105000010652042400201",4.874973500199,0,1,6,5,2,"07"
"16776","3105000010652042400301",1.20245369102828,1,0,6,12,6,"08"
"16777","3105000010652042400401",-2.33478801382493,0,0,6,3,0,"07"
"16778","3105000010671006330302",-0.788881437311207,1,0,6,9,9,"05"
"16779","3105000010671006340301",-3.42452063192256,1,1,6,0,2,"07"
"16780","3105000010671006350401",-1.56561842516472,1,0,6,3,2,"07"
"16781","3105000010671011330201",-1.08015436940423,0,0,6,6,6,"02"
"16782","3105000010671011340501",-2.1856308689271,1,0,6,6,0,"09"
"16783","3105000010671011350101",-2.07115251664333,1,0,6,6,5,"NT"
"16784","3105000010671014330201",3.17403094064254,0,0,6,3,6,"04"
"16785","3105000010671014340402",-0.116747014493743,0,0,6,6,6,"02"
"16786","3105000010671014350101",4.13525200816306,1,1,6,3,0,"06"
"16787","3105000011218005330101",-1.10751998127345,1,1,6,0,2,"06"
"16788","3105000011218005330301",-2.59173028656555,0,1,6,2,5,"08"
"16789","3105000011218005330401",-0.679709823394883,1,1,6,3,3,"09"
"16790","3105000011218005350501",-0.419563955680762,1,0,6,6,6,"07"
"16791","3105000011218018330270",0.360845985956232,0,1,6,2,0,"07"
"16792","3105000011218018340301",-2.7571859867572,0,1,6,6,0,"06"
"16793","3105000011218067330101",0.957324765871051,1,1,6,6,5,"08"
"16794","3105000011218067330270",-0.791826284569986,0,0,6,0,0,"NT"
"16795","3105000011218067330570",2.51006551945258,1,1,6,0,0,"09"
"16796","3105000011487002390401",3.99616351342793,1,0,6,9,9,"NT"
"16797","3105000011487002390501",-1.1775462263715,1,0,6,0,0,"06"
"16798","3105000011487002410201",1.75891848129217,0,0,6,0,0,"08"
"16799","3105000011487006390301",5.14596683216685,1,0,6,0,9,"NT"
"16800","3105000011487006410201",6.04780888313011,0,0,6,17,16,"02"
"16801","3105000011487006410401",4.97256374021419,1,0,6,0,9,"NT"
"16802","3105000011487009390101",0.793859348354417,1,1,6,1,0,"NT"
"16803","3105000011487009410101",4.1213862546864,1,1,6,3,6,"07"
"16804","3105000011487009410301",-0.988620903121607,1,0,6,0,0,"NT"
"16805","3105000011665002330401",-0.580182246281956,0,0,6,8,3,"06"
"16806","3105000011665002340201",-2.03857527811418,0,1,6,0,0,"06"
"16807","3105000011665002350201",2.1305885992569,0,1,6,0,0,"04"
"16808","3105000011665012330101",-5.56857501364375,1,1,6,3,0,"06"
"16809","3105000011665012340401",-1.61827813502787,1,1,6,6,2,"05"
"16810","3105000011665012350501",-3.12334663190048,1,1,6,1,0,"06"
"16811","3105000011665049330201",-2.12296070570447,0,0,6,9,12,"NT"
"16812","3105000011665049340570",-2.02857964927331,1,1,6,0,0,"07"
"16813","3105000011665049350101",-3.55177575931937,1,0,6,17,6,"NT"
"16814","310500001199A017330201",0.0202714874755849,0,1,6,6,9,"04"
"16815","310500001199A017330301",-3.50476983913799,1,1,6,0,0,"06"
"16816","310500001199A017350301",1.96396231702506,0,1,6,12,9,"05"
"16817","310500001199A038330170",-2.39890897450468,1,1,6,0,0,"06"
"16818","310500001199A038330201",-1.2590647809535,0,1,6,0,0,"09"
"16819","310500001199A038350201",-2.99350289829921,0,1,6,3,0,"06"
"16820","310500001199A041330401",-2.2945216252939,1,1,6,0,3,"06"
"16821","310500001199A041330501",-2.12296070570447,1,1,6,0,0,"09"
"16822","310500001199A041350101",-0.878907646045359,1,0,6,5,4,"07"
"16823","3105000012339004330301",-2.64089635249763,0,1,6,7,6,"02"
"16824","3105000012339004340101",5.84650374095098,1,0,6,9,6,"04"
"16825","3105000012339004350201",0.705328438348966,0,1,6,6,3,"09"
"16826","3105000012339005330101",0.895533778854321,1,1,6,2,2,"06"
"16827","3105000012339005330301",-3.4534166796329,1,0,6,3,3,"07"
"16828","3105000012339005350201",1.67036123995071,0,1,6,3,2,"07"
"16829","3105000012339011330401",-2.42127499550012,1,0,6,4,6,"07"
"16830","3105000012339011340501",-0.291415298127833,1,1,6,12,4,"08"
"16831","3105000012339011350401",0.43548925515017,1,1,6,6,0,"07"
"16832","3105000012451002330201",-3.15747014985597,0,1,6,3,0,"08"
"16833","3105000012451002330401",-0.502925050242945,1,1,6,2,0,"06"
"16834","3105000012451002350501",1.48502853318519,1,1,6,0,0,"06"
"16835","3105000012451012330401",-3.35419965047919,0,1,6,0,0,"NT"
"16836","3105000012451012330570",-2.04384097240338,1,1,6,0,0,"06"
"16837","3105000012451012350101",-0.6849791053195,1,1,6,0,1,"07"
"16838","3105000012451034330101",0.69243375786899,1,0,6,0,0,"08"
"16839","3105000012451034330301",0.933587160866338,0,0,6,9,9,"02"
"16840","3105000012451034350201",-0.500096732742819,0,1,6,2,0,"05"
"16841","310500001249A001340101",3.31696133766245,1,0,6,6,6,"04"
"16842","310500001249A001350201",1.15140337731093,0,0,6,16,12,"02"
"16843","310500001249A001350301",2.07829041499947,1,0,6,9,9,"08"
"16844","310500001249A011330301",1.46800533889941,1,0,6,6,9,"04"
"16845","310500001249A011340201",-2.42918108873362,0,0,6,17,12,"02"
"16846","310500001249A011350101",-0.0476927283009201,1,0,3,17,16,"01"
"16847","310500001249A021330470",4.81834310658029,1,0,6,12,12,"01"
"16848","310500001249A021330570",3.18143711872691,0,0,4,0,17,"NT"
"16849","310500001249A021330571",1.76413282692877,1,0,6,17,12,"01"
"16850","3105000012911013330101",-1.26777788097622,1,1,6,0,0,"04"
"16851","3105000012911013340201",-1.57457121878083,0,0,6,3,9,"NT"
"16852","3105000012911013350402",0.286107313439766,1,1,6,4,2,"06"
"16853","3105000012911020330270",3.31845794416438,0,1,6,9,12,"02"
"16854","3105000012911020330271",3.51395090534911,0,1,6,0,0,"06"
"16855","3105000012911020330470",2.89929840644605,0,0,6,6,6,"08"
"16856","3105000012911022330102",-0.316920412902026,1,1,6,0,1,"09"
"16857","3105000012911022330301",3.56863223767184,0,0,6,9,12,"08"
"16858","3105000012911022330501",1.67524111606295,1,1,6,12,6,"08"
"16859","310500001295A007330170",0.517955607878712,1,1,6,0,0,"07"
"16860","310500001295A007330270",3.71526481946297,0,1,6,3,2,"06"
"16861","310500001295A007330401",-2.31440672770053,0,0,6,0,6,"09"
"16862","310500001295A019330270",-2.21642228910696,0,0,6,9,0,"07"
"16863","310500001295A019340501",-1.20429996971199,1,0,6,2,2,"07"
"16864","310500001295A019350201",1.24749761724404,0,1,6,0,0,"07"
"16865","310500001295A020330101",-0.11026928320071,1,1,6,4,6,"09"
"16866","310500001295A020330301",1.8790016401993,0,1,6,6,9,"NT"
"16867","310500001295A020330501",-0.285991317132543,1,1,6,3,0,"07"
"16868","310500001306A003400401",-2.2945216252939,1,1,6,3,0,"04"
"16869","310500001306A003410201",4.1326534051147,0,1,6,6,3,"08"
"16870","310500001306A003410501",-1.98868290040708,1,1,6,0,0,"08"
"16871","310500001306A014410101",-1.10082531435132,1,1,6,0,0,"06"
"16872","310500001306A014410301",2.7891559117906,1,1,6,4,3,"05"
"16873","310500001306A014410401",-1.29350798237413,0,0,6,2,6,"08"
"16874","310500001306A018390101",-3.8353994107509,1,1,6,0,0,"04"
"16875","310500001306A018390201",-1.01660106901479,0,0,6,0,0,"NT"
"16876","310500001306A018400170",3.32639884570282,1,0,6,0,0,"NT"
"16877","3105000013089004340301",-2.61929177794764,0,1,6,0,0,"NT"
"16878","3105000013089004340401",-2.42127499550012,1,0,6,0,6,"07"
"16879","3105000013089004350401",-2.23667619277007,1,1,6,0,3,"07"
"16880","3105000013089042340101",-2.91831285800827,0,1,6,0,0,"06"
"16881","3105000013089042340301",-6.63129171008623,1,1,6,0,0,"07"
"16882","3105000013089042350501",-0.330062118002833,1,1,6,0,0,"06"
"16883","3105000013089052340101",-3.53883021300743,1,0,6,9,9,"07"
"16884","3105000013089052340201",-6.93750244094838,0,1,6,0,0,"06"
"16885","3105000013089052350201",-1.30978878125369,0,1,6,3,0,"08"
"16886","3105000013248001330401",2.93168334328249,0,1,6,0,0,"06"
"16887","3105000013248001350101",-3.31475490020039,1,0,6,0,0,"07"
"16888","3105000013248001350501",-1.03137735027893,1,1,6,0,4,"09"
"16889","3105000013248014350201",1.05106976565164,0,1,6,4,2,"NT"
"16890","3105000013248014350202",-0.201106310642376,0,1,6,0,0,"06"
"16891","3105000013248014350203",1.0179525858913,0,1,6,3,9,"01"
"16892","3105000013248026350101",2.43679463143482,1,0,6,6,3,"NT"
"16893","3105000013248026350301",2.88768783108591,0,0,6,6,6,"08"
"16894","3105000013248026350501",-2.02143719771178,1,1,6,4,3,"04"
"16895","3105000013286016330201",-2.59345247092787,0,0,6,6,1,"07"
"16896","3105000013286016340101",-1.40192415244605,1,1,6,0,0,"NT"
"16897","3105000013286016350301",0.107068955053667,1,1,6,3,3,"07"
"16898","3105000013286021340401",-1.42463374223363,1,1,6,0,0,"NT"
"16899","3105000013286021350101",1.6163156504167,1,1,6,0,0,"06"
"16900","3105000013286021350270",-0.694651047981015,0,0,6,6,6,"NT"
"16901","3105000013286023340270",-2.23784342038057,1,1,6,3,0,"NT"
"16902","3105000013286023340501",0.528916218958453,1,1,6,6,2,"07"
"16903","3105000013286023350501",1.68975498973232,1,0,6,2,0,"06"
"16904","3105000013303010350470",-2.39890897450468,1,0,6,0,0,"08"
"16905","3105000013303010400201",3.32883586899466,0,1,6,0,0,"06"
"16906","3105000013303027350201",3.39405858239633,0,0,6,0,0,"06"
"16907","3105000013303027350501",-0.22279093029206,1,1,6,0,0,"NT"
"16908","3105000013303027390501",2.43942949649337,1,1,6,9,12,"NT"
"16909","3105000013303035390202",-2.39517316261847,0,1,6,12,6,"09"
"16910","3105000013303035390301",3.56863223767184,0,0,6,17,17,"02"
"16911","3105000013303035400101",1.44954311510964,1,1,6,0,0,"09"
"16912","3105000013303035400102",2.55979264284522,1,0,4,6,0,"04"
"16913","3105000013784017390201",-1.19038650314829,0,1,6,3,0,"09"
"16914","3105000013784017400101",-2.27513270660503,1,0,6,6,0,"04"
"16915","3105000013784017400201",2.27736074148997,0,0,6,12,18,"NT"
"16916","3105000013784033390401",1.34910923804953,1,1,6,0,0,"06"
"16917","3105000013784033390501",-0.0288316454763642,0,1,6,0,0,"NT"
"16918","3105000013784033400370",3.69499625420662,0,0,6,11,4,"02"
"16919","3105000013784038390301",0.908180644315834,1,1,6,6,6,"08"
"16920","3105000013784038390401",0.434790712730439,1,1,6,0,0,"NT"
"16921","3105000013784038400170",0.835145196132257,1,0,6,0,0,"08"
"16922","3105000013905005390101",2.04923036860366,1,0,6,6,16,"09"
"16923","3105000013905005390201",2.54530453312742,0,0,6,0,0,"02"
"16924","3105000013905005400370",-2.5432624080416,0,0,6,9,9,"09"
"16925","3105000013905010390101",3.70775244712595,1,0,6,9,6,"02"
"16926","3105000013905010400301",2.98217394405207,1,0,6,17,12,"02"
"16927","3105000013905010410501",1.6409499409284,1,0,6,3,3,"05"
"16928","3105000013905014390501",-1.16884297918799,1,1,6,6,3,"NT"
"16929","3105000013905014410201",3.52637915221551,0,0,6,17,16,"02"
"16930","3105000013905014410470",-1.37602549430723,1,1,6,0,9,"07"
"16931","3105000014000018390101",-2.1856308689271,1,1,6,6,0,"NT"
"16932","3105000014000018400301",-0.886606362404941,1,0,6,12,6,"05"
"16933","3105000014000018410101",-0.157911260032663,1,0,6,3,6,"08"
"16934","3105000014000021400301",-3.47843434840045,1,0,6,4,2,"07"
"16935","3105000014000021410201",-0.184416517439308,0,1,6,0,0,"06"
"16936","3105000014000021410202",-1.89667000485775,0,1,6,0,0,"09"
"16937","3105000014000033390401",-3.27250377679831,1,1,6,0,0,"07"
"16938","3105000014000033390501",2.62848446272466,1,1,6,6,6,"07"
"16939","3105000014000033410401",3.96915841127219,1,1,6,0,0,"08"
"16940","3105000014208003390101",-1.7656481420472,1,0,6,3,3,"07"
"16941","3105000014208003400270",-2.01097958594262,0,1,6,0,0,"06"
"16942","3105000014208003410101",-0.865177198734598,1,1,6,6,6,"07"
"16943","3105000014208008390370",0.0780612980172131,1,1,6,0,12,"02"
"16944","3105000014208008390371",-0.817201662919792,1,0,6,0,0,"04"
"16945","3105000014208008400270",-2.00101815789122,0,1,6,0,0,"09"
"16946","3105000014208016390101",-2.88098581808765,1,1,6,0,0,"NT"
"16947","3105000014208016400401",-0.588568449289065,1,1,6,8,8,"08"
"16948","3105000014208016410270",1.33508382265397,0,1,6,0,0,"06"
"16949","3105000014208016410570",-0.850334660832123,1,1,6,6,6,"07"
"16950","3105000014621011400102",5.01015877848718,1,0,6,16,16,"02"
"16951","3105000014621011400201",-4.41796247235624,0,0,6,0,0,"08"
"16952","3105000014621011410201",-2.00101815789122,0,0,6,9,9,"02"
"16953","3105000014621021400201",4.37188453125633,0,0,6,0,0,"04"
"16954","3105000014621021410301",4.66722570778911,1,0,6,16,12,"02"
"16955","3105000014621021410501",5.61782677642298,1,1,6,9,3,"NT"
"16956","3105000014621022400170",4.02370985761415,1,0,6,18,16,"02"
"16957","3105000014621022400401",4.92663806567478,1,0,6,0,0,"02"
"16958","3105000014621022410570",5.23189023255166,0,0,6,0,0,"08"
"16959","3105000014814017400101",3.03509661794525,1,0,6,16,9,"NT"
"16960","3105000014814017400201",3.16780419276462,0,0,6,0,0,"02"
"16961","3105000014814017400501",-0.32870458435229,1,0,6,9,6,"07"
"16962","3105000014814019390201",1.58898454418566,0,0,6,0,0,"NT"
"16963","3105000014814019390301",3.23193517084727,1,0,6,9,3,"03"
"16964","3105000014814019390401",-0.942205525991743,1,1,6,12,9,"07"
"16965","3105000014814038390101",1.59610603984606,1,0,6,9,6,"08"
"16966","3105000014814038390401",2.25442918179729,1,0,6,0,0,"06"
"16967","3105000014814038390501",1.81784394693842,0,1,6,9,6,"09"
"16968","3105000015070003390201",3.30849847816724,0,0,6,3,4,"NT"
"16969","3105000015070003390202",0.821117168876713,0,1,6,0,0,"06"
"16970","3105000015070003400102",0.417936286525902,1,1,6,12,6,"04"
"16971","3105000015070009410102",3.43902073292491,1,0,6,6,6,"04"
"16972","3105000015070009410201",-0.142288005167501,0,1,6,0,0,"09"
"16973","3105000015070009410301",-1.6847989334313,1,0,6,9,0,"07"
"16974","3105000015070015390501",2.63214395117768,1,1,6,0,9,"07"
"16975","3105000015070015400401",3.60876592621351,1,0,6,9,6,"08"
"16976","3105000015070015410501",1.56168978600807,0,1,6,0,0,"09"
"16977","3105000015225007390201",4.73935078703971,0,0,6,17,12,"02"
"16978","3105000015225007390301",1.55098596255046,0,0,6,17,12,"08"
"16979","3105000015225007400101",1.70717502174517,1,0,6,4,15,"02"
"16980","3105000015225024340201",3.18872556805036,0,0,6,17,17,"02"
"16981","3105000015225024340202",2.84629254672553,0,1,4,17,17,"08"
"16982","3105000015225024340501",4.26042847751888,0,0,6,3,6,"02"
"16983","3105000015225025390101",1.11749312299079,1,0,6,9,9,"04"
"16984","3105000015225025390301",2.87980908340849,1,1,6,9,6,"04"
"16985","3105000015225025400401",4.81947487927043,1,0,6,12,12,"08"
"16986","3105000015418008350270",2.93715213485101,0,1,6,0,0,"06"
"16987","3105000015418008350301",4.60572134488544,1,0,6,17,17,"02"
"16988","3105000015418008350570",0.7717219704636,1,1,6,0,0,"05"
"16989","3105000015418013350401",3.97177067976697,1,0,6,0,9,"NT"
"16990","3105000015418013400170",5.26186068111986,1,1,6,14,6,"05"
"16991","3105000015418013400401",4.07894388357422,1,0,6,0,11,"NT"
"16992","3105000015418025390201",1.68605120570261,0,0,6,18,17,"02"
"16993","3105000015418025390301",6.36473505293907,0,0,6,17,17,"02"
"16994","3105000015418025400170",4.08026063673,1,0,6,0,6,"NT"
"16995","3105000016558004390101",1.12344379132835,1,0,6,17,9,"03"
"16996","3105000016558004400101",3.56863223767184,1,0,6,16,12,"03"
"16997","3105000016558004400201",1.72605709483141,0,1,6,3,1,"07"
"16998","3105000016558006390201",-2.13788397093348,0,1,6,2,0,"04"
"16999","3105000016558006390301",0.0722435130096297,0,0,6,9,9,"04"
"17000","3105000016558006400570",-1.32971822727206,1,1,6,0,3,"06"
"17001","3105000016558028390301",-0.329304844556692,0,1,6,0,15,"05"
"17002","3105000016558028390401",3.19134688068847,1,1,6,6,0,"NT"
"17003","3105000016558028390501",2.4899564609211,0,1,6,6,6,"02"
"17004","310580001028A013330270",0.727972278505341,0,1,6,0,0,"06"
"17005","310580001028A013330271",-4.39055662050453,0,1,6,9,9,"05"
"17006","310580001028A013330470",-4.05296484409644,1,1,6,1,0,"06"
"17007","310580001028A013350101",-4.19747080912995,1,1,6,0,3,"NT"
"17008","310580001028A026330301",0.204008892418547,1,1,6,0,3,"04"
"17009","310580001028A026340201",1.76515896855497,0,1,6,0,0,"06"
"17010","310580001028A026350501",2.48572750591452,1,1,4,0,1,"06"
"17011","310580001028A029330170",-6.11207521297381,1,1,6,8,6,"06"
"17012","310580001028A029330570",-5.52368962547174,1,1,6,0,0,"06"
"17013","310580001028A029350470",-1.35345711460982,1,1,6,0,1,"NT"
"17014","3105900010643005400201",-6.29362314708122,0,1,6,0,0,"06"
"17015","3105900010643005400202",-1.75491742589318,0,0,6,6,9,"09"
"17016","3105900010643005400203",-0.132673057892311,0,1,6,0,0,"06"
"17017","3105900010643005400301",-2.68417656085018,1,0,6,0,0,"NT"
"17018","3105900010643005400401",-1.557341317053,1,0,6,3,3,"09"
"17019","3105900010643010400101",1.39912530502613,1,0,6,0,0,"05"
"17020","3105900010643010400401",2.2497711734959,1,0,6,3,6,"06"
"17021","3105900010643010400501",3.43862456555259,1,1,6,0,0,"07"
"17022","3105900010643029400101",-0.306189227349743,1,0,6,9,9,"07"
"17023","3105900010643029400170",1.31608423138365,1,0,6,0,0,"04"
"17024","3105900010643029400501",2.56154354830148,0,0,6,9,6,"03"
"17025","3106700010062010390201",1.13224210612982,0,1,6,9,15,"04"
"17026","3106700010062010390401",-1.54593568146006,1,1,6,6,6,"07"
"17027","3106700010062010410101",-3.02309157633003,1,1,6,0,0,"06"
"17028","3106700010062010410102",-2.73373577700081,1,1,6,0,0,"NT"
"17029","3106700010062015400201",-3.11284927205772,0,1,6,4,0,"06"
"17030","3106700010062015400501",-5.68103363396012,1,1,6,3,0,"06"
"17031","3106700010062015400502",-3.83674883238959,1,1,6,6,4,"06"
"17032","3106700010062016390301",-6.54751419221257,1,1,6,3,0,"06"
"17033","3106700010062016390401",-3.52212522835,1,1,6,0,0,"07"
"17034","3106700010062016400201",-2.89881447101193,0,1,6,0,0,"06"
"17035","3106700010062016410101",-1.72735593451109,1,0,6,9,0,"07"
"17036","3106700010062016410301",-2.56589097954578,1,1,6,0,0,"06"
"17037","3107200010024024330301",-3.19830675258682,1,1,6,6,6,"06"
"17038","3107200010024024330501",-2.65072757737355,1,1,6,0,0,"06"
"17039","3107200010024024340101",-3.76728827413003,1,1,6,2,0,"NT"
"17040","3107200010024024350101",-6.97749174543055,1,1,6,0,2,"NT"
"17041","3107200010024035330401",-3.17309877777922,1,1,6,0,3,"06"
"17042","3107200010024035340401",-2.23515456961697,1,1,6,0,0,"06"
"17043","3107200010024035350201",-4.96658086741454,0,1,6,0,6,"06"
"17044","3107200010024037330501",-2.15330341988026,1,1,6,3,3,"NT"
"17045","3107200010024037340201",-2.81930653206447,0,1,6,3,2,"06"
"17046","3107200010024037350201",-1.75617234383744,0,0,6,6,9,"07"
"17047","3107900010487010330101",2.81007414769252,1,1,6,6,12,"09"
"17048","3107900010487010330501",-4.72777533904206,1,1,6,0,0,"06"
"17049","3107900010487010330502",2.37206890764517,1,1,6,3,2,"NT"
"17050","3107900010487010350101",4.29248678219998,1,1,6,0,0,"06"
"17051","3107900010487011330101",-1.21892940992521,1,1,6,0,0,"07"
"17052","3107900010487011330201",-2.56461298138774,0,1,6,4,9,"08"
"17053","3107900010487011330301",-4.13904251899736,0,1,6,0,0,"06"
"17054","3107900010487011350301",-1.67121166701168,1,1,6,0,2,"06"
"17055","3107900010487026330201",-0.877437207936171,0,1,6,6,6,"07"
"17056","3107900010487026330401",-2.43643848385375,1,1,6,2,3,"06"
"17057","3107900010487026330470",-1.18761952302431,0,1,6,0,0,"07"
"17058","3107900010487026350201",-2.84125814660614,0,1,6,0,0,"06"
"17059","3107900010491011330101",3.51395090534911,1,1,6,0,0,"08"
"17060","3107900010491011350501",1.40846522586523,1,1,6,1,0,"06"
"17061","3107900010491011350502",-0.23443678900961,1,1,6,0,3,"06"
"17062","3107900010491025330101",0.721670338906968,1,1,6,3,0,"06"
"17063","3107900010491025330301",0.99027653227835,1,1,6,9,17,"08"
"17064","3107900010491025350201",0.358000471983682,0,1,6,0,0,"09"
"17065","3107900010491027330201",-0.561850540536056,0,1,6,0,0,"NT"
"17066","3107900010491027350201",-3.03829707834496,0,1,6,2,2,"06"
"17067","3107900010491027350401",1.23629482098544,1,1,6,0,3,"07"
"17068","3107900010542020330301",-5.05991545094726,1,1,6,6,6,"07"
"17069","3107900010542020330401",-2.16874806353745,1,1,6,6,0,"07"
"17070","3107900010542020350401",3.12114232754385,1,1,6,0,0,"06"
"17071","3107900010542048330101",-6.05493857803888,1,1,6,3,0,"06"
"17072","3107900010542048330102",-0.291415298127833,1,1,6,0,0,"04"
"17073","3107900010542048350201",-6.04719043007127,0,1,6,0,0,"NT"
"17074","3107900010542049330201",-0.549805285393697,0,1,6,0,3,"06"
"17075","3107900010542049330501",-1.27254429103799,1,1,6,0,0,"06"
"17076","3107900010542049350301",-0.569272794406776,1,1,6,0,0,"06"
"17077","3108500300000001390101",-3.71220833102143,1,1,6,0,0,"06"
"17078","3108500300000001390102",-2.1692190525448,1,1,6,0,0,"06"
"17079","3108500300000001390401",-4.01187963896438,1,1,6,3,3,"06"
"17080","3108500300000001390501",-1.04282732948361,0,1,6,0,0,"06"
"17081","3108500300000001400201",-6.11841130898081,0,1,6,0,0,"07"
"17082","3108500300000001400301",-5.999786677975,1,1,6,0,0,"06"
"17083","3108500300000001400501",-5.66929595391714,1,1,6,1,0,"06"
"17084","3108500300000001410201",-1.71456835169327,0,1,6,0,6,"09"
"17085","3108500300000001410202",-2.07630927380885,0,1,6,1,3,"06"
"17086","3108500300000001410501",-1.13687032801371,1,1,6,0,0,"06"
"17087","3108900140000001330101",-4.58406696641611,0,1,6,0,0,"06"
"17088","3108900140000001330102",-3.04966565577691,1,1,6,0,0,"06"
"17089","3108900140000001330301",0.211684942085643,1,1,6,6,0,"06"
"17090","3108900140000001330501",-2.27513270660503,1,1,6,0,0,"06"
"17091","3108900140000001330502",2.31861949745652,1,1,6,3,0,"06"
"17092","3108900140000001330503",-3.00903705081561,1,1,6,0,0,"06"
"17093","3108900140000001340101",-2.23664494603315,1,1,6,7,0,"09"
"17094","3108900140000001340102",-3.26745141534979,1,1,6,0,0,"06"
"17095","3108900140000001340201",-4.09698216699048,0,1,6,0,2,"09"
"17096","3108900140000001340202",-1.99231398860064,0,0,6,0,9,"08"
"17097","3108900140000001340401",-1.37648860602518,1,1,6,9,3,"06"
"17098","3108900140000001340402",-3.08462706123297,1,1,6,0,0,"06"
"17099","3108900140000001350101",-7.08890117408232,1,1,6,0,0,"06"
"17100","3108900140000001350201",0.716807937468349,0,1,6,2,0,"06"
"17101","3108900140000001350301",-4.27052307672942,1,1,6,6,2,"06"
"17102","3108900140000001350501",0.63663934099905,1,1,6,0,3,"06"
"17103","3109100060138007330101",-3.20191470162903,1,1,6,0,0,"06"
"17104","3109100060138007330270",-2.82517120420367,0,1,6,0,0,"06"
"17105","3109100060138007330501",0.614425125582388,0,1,6,2,3,"07"
"17106","3109100060138007340401",-5.23170724714591,0,1,6,9,4,"07"
"17107","3109100060138019340201",-4.01837053281307,0,1,6,0,0,"06"
"17108","3109100060138019350201",-3.08924293086206,0,1,6,3,3,"06"
"17109","3109100060138019350470",-3.28291806139849,1,1,6,0,3,"06"
"17110","3109100060138050330501",-6.41556569489446,0,1,6,0,0,"06"
"17111","3109100060138050340101",-4.67072403340887,1,1,6,0,0,"06"
"17112","3109100060138050350401",-2.377039137227,0,1,6,1,0,"06"
"17113","3109200010116004390101",-3.78749714354039,1,1,6,3,0,"06"
"17114","3109200010116004390102",-3.72280449175055,1,1,6,2,0,"06"
"17115","3109200010116004390103",-6.669644126417,1,1,6,6,0,"06"
"17116","3109200010116004390501",-3.85098337154241,1,1,6,0,1,"06"
"17117","3109200010116004390502",-2.91812003079855,1,1,6,0,0,"06"
"17118","3109200010116020400301",-2.33179367083627,0,1,6,2,2,"06"
"17119","3109200010116020400302",-3.30796037417178,1,1,6,2,1,"06"
"17120","3109200010116020400401",-2.35318600755943,1,1,6,2,0,"09"
"17121","3109200010116020400402",-3.12137683657068,1,1,6,3,3,"06"
"17122","3109200010116025410201",-1.90712761662691,0,1,6,0,0,"06"
"17123","3109200010116025410202",-2.74997244252305,0,1,6,0,0,"NT"
"17124","3109200010116025410203",-0.93770886447923,0,1,6,0,0,"09"
"17125","3109600010011015390101",0.600342422210116,1,0,6,16,0,"02"
"17126","3109600010011015390102",-2.82465045071097,1,1,6,0,0,"06"
"17127","3109600010011015410201",-3.20785914969754,0,1,6,0,0,"08"
"17128","3109600010011015410501",-3.65707676166191,1,1,6,5,3,"07"
"17129","3109600010011020390301",-2.7571859867572,1,1,6,0,3,"07"
"17130","3109600010011020400402",-4.86709413888639,1,1,6,0,0,"06"
"17131","3109600010011020410201",2.49514225422357,0,1,6,0,3,"06"
"17132","3109600010011039400301",1.88755892385468,0,1,6,3,3,"08"
