"","folio","index","sex","ethnicity","birth_region","father_educ","mother_educ","father_ocup"
"4063","0803700010685002330401",4.56574858085747,1,0,6,6,9,"08"
"4064","0803700010685020310201",-1.39269803570985,0,1,3,0,0,"06"
"4065","0803700010685020320301",-2.61351489243338,0,0,6,0,9,"NT"
"4066","0803700010685020330101",-2.70004935182227,1,0,6,17,14,"02"
"4067","0803700010685028310201",3.95386221800078,0,0,6,0,0,"02"
"4068","0803700010685028320101",-0.593651860563662,1,0,6,3,6,"06"
"4069","0803700010685028330501",1.57022092378148,1,0,6,0,4,"07"
"4070","0803700010793012370401",0.510317309003137,0,0,6,0,6,"NT"
"4071","0803700010793012380501",3.29060888130479,0,0,6,0,0,"09"
"4072","0803700010793012390201",2.18135035325324,0,0,6,0,0,"07"
"4073","0803700010793040370201",-2.00101815789122,0,0,6,4,4,"09"
"4074","0803700010793040380101",1.2452441963391,1,0,6,0,16,"NT"
"4075","0803700010793040390301",1.82935325373833,1,1,6,2,3,"NT"
"4076","0803700010793046370501",-0.0545900356384852,1,0,NA,4,0,"06"
"4077","0803700010793046380101",1.63023307468828,1,0,2,0,0,"09"
"4078","0803700010793046390201",0.820977431608826,0,0,6,0,6,"07"
"4079","0803700011344003310201",4.34442520312473,0,0,6,6,0,"06"
"4080","0803700011344003320301",2.76141723681088,0,1,6,12,12,"08"
"4081","0803700011344003330101",4.70403404506852,1,0,6,0,0,"09"
"4082","0803700011344020310301",1.97586876419709,0,0,6,6,0,"08"
"4083","0803700011344020320401",3.07807145074462,1,0,6,10,9,"09"
"4084","0803700011344020320501",3.2410748074976,0,0,6,6,6,"08"
"4085","0803700011344022310501",4.95536480289981,1,0,6,3,9,"04"
"4086","0803700011344022320201",-2.77525339261173,0,0,6,6,8,"09"
"4087","0803700011344022330101",0.126961198002405,1,0,6,0,0,"09"
"4088","080370001158A005370101",5.65182587100379,1,0,6,0,0,"06"
"4089","080370001158A005380501",-4.69559167919214,0,0,6,0,0,"NT"
"4090","080370001158A005390201",4.0046750340891,0,0,2,3,6,"08"
"4091","080370001158A023370201",1.94754048323986,0,0,6,14,12,"04"
"4092","080370001158A023380101",-0.491466182425023,1,0,6,6,0,"08"
"4093","080370001158A023390201",0.571831312476499,0,0,3,0,0,"09"
"4094","080370001158A065370501",1.53252373876069,1,0,6,6,6,"08"
"4095","080370001158A065380401",0.387070296821062,0,0,6,0,0,"07"
"4096","080370001158A065390301",-0.762497026378827,1,0,6,6,5,"06"
"4097","0803700011611006310201",1.53724108463866,0,1,6,6,6,"NT"
"4098","0803700011611006320301",0.974355563907256,0,0,6,6,9,"09"
"4099","0803700011611006330501",2.53434866968542,1,0,6,0,0,"NT"
"4100","0803700011611020310101",-1.21985095166476,1,0,6,0,0,"NT"
"4101","0803700011611020320201",1.85716251317788,0,0,NA,12,9,"02"
"4102","0803700011611020330401",5.64424265366344,1,0,6,2,4,"04"
"4103","0803700011611055310201",-3.16183676843993,0,0,6,0,0,"08"
"4104","0803700011611055320101",0.104789582474762,1,0,6,0,9,"NT"
"4105","0803700011611055330301",1.02609902345425,1,1,4,6,4,"04"
"4106","0803700012094060370301",4.46483864584952,0,0,6,16,16,"01"
"4107","0803700012094060380501",6.67759682101339,1,0,6,6,0,"06"
"4108","0803700012094060390201",6.19234491841831,0,0,4,2,6,"NT"
"4109","0803700012094061370101",3.18365047044968,1,0,6,16,9,"02"
"4110","0803700012094061380401",4.43771918265014,0,0,6,17,16,"02"
"4111","0803700012094061390501",6.74495740986159,1,0,6,12,17,"08"
"4112","0803700012094069370102",5.57509663300294,1,0,3,16,16,"02"
"4113","0803700012094069380201",6.65870408604228,0,1,6,6,0,"07"
"4114","0803700012094069390401",6.56152583474204,0,0,1,17,12,"06"
"4115","0803700012499008310301",3.70091829730889,1,0,6,6,0,"08"
"4116","0803700012499008310501",4.19935157985162,1,0,6,6,0,"04"
"4117","0803700012499008320201",-0.924544286053591,1,0,6,9,9,"02"
"4118","0803700012499008330401",5.25128711394844,1,0,6,6,6,"07"
"4119","0803700012499014310101",3.08597521939081,1,0,6,17,17,"08"
"4120","0803700012499014320501",2.44267801035199,1,0,6,6,9,"08"
"4121","0803700012499014330501",4.94691966229497,1,0,6,9,5,"NT"
"4122","0803700012499025310101",3.11751330455442,1,0,6,0,0,"02"
"4123","0803700012499025320301",2.65531656428109,0,0,6,9,9,"07"
"4124","0803700012499025330201",2.21175122965693,0,1,4,3,6,"NT"
"4125","0803700012836011320301",-0.224223144305943,1,0,2,0,11,"NT"
"4126","0803700012836011380101",1.62835088630578,1,0,6,0,0,"04"
"4127","0803700012836011380201",-1.14979790650375,0,0,6,6,6,"NT"
"4128","0803700012836011390401",0.562060768550135,1,0,6,6,3,"07"
"4129","0803700012836018370101",0.144274371750792,1,0,6,14,15,"08"
"4130","0803700012836018380501",1.59133301163336,0,0,6,0,0,"07"
"4131","0803700012836018390301",5.26333513249935,0,1,6,9,10,"07"
"4132","0803700012836037370401",1.07218089334968,1,0,6,9,6,"09"
"4133","0803700012836037380201",5.42599088933521,0,1,6,0,0,"08"
"4134","0803700012836037390101",-3.06534650845461,1,0,2,2,6,"09"
"4135","0803700013853002310201",5.75605180817985,0,0,6,12,0,"99"
"4136","0803700013853002330501",3.85001690043452,1,0,6,3,5,"09"
"4137","0803700013853015310501",0.62636640942485,0,0,6,0,0,"09"
"4138","0803700013853015320202",3.39504400161463,0,0,6,6,0,"09"
"4139","0803700013853015320401",6.02184167099834,0,0,6,0,0,"06"
"4140","0803700013853015330201",2.99998580949049,1,0,6,4,6,"07"
"4141","0803700013853035320201",3.36569365487436,0,0,6,0,0,"06"
"4142","0803700013853035320301",3.61133982904127,1,0,6,17,17,"02"
"4143","0803700013853035330101",-2.93873392086461,1,0,6,6,6,"07"
"4144","0803700013853035330201",5.09766700990454,1,0,6,4,6,"07"
"4145","0803700014033016370501",-0.458655639337634,1,0,6,6,6,"09"
"4146","0803700014033016380401",-2.377039137227,1,0,6,0,0,"07"
"4147","0803700014033016380501",-2.97629104108757,1,0,6,0,0,"NT"
"4148","0803700014033016390101",-1.07602271837881,1,0,2,0,6,"06"
"4149","0803700014033032370201",2.01421618741413,0,0,6,16,6,"09"
"4150","0803700014033032380301",-3.60994107290484,0,0,6,0,0,"06"
"4151","0803700014033032390401",-1.57457121878083,1,0,6,0,5,"06"
"4152","0803700014033034370101",-0.388359891572189,1,0,2,0,9,"09"
"4153","0803700014033034380201",-5.77547823828275,0,1,6,0,0,"06"
"4154","0803700014033034390301",1.99852942290039,0,0,6,6,5,"04"
"4155","0803700014207003310101",3.86339493313972,1,0,6,0,0,"06"
"4156","0803700014207003320501",2.54071821491745,1,0,6,6,6,"09"
"4157","0803700014207003330201",0.645342837126551,0,0,3,6,3,"06"
"4158","0803700014207056310201",2.26585944186804,0,1,6,4,0,"09"
"4159","0803700014207056320301",5.89959671048621,0,0,6,16,9,"02"
"4160","0803700014207056330101",5.46983711504436,1,0,6,6,6,"NT"
"4161","0803700014207056330401",1.89220223305682,1,0,6,9,12,"07"
"4162","0803700014207058310201",4.73843839627625,0,0,6,9,0,"08"
"4163","0803700014207058320101",6.15237876432738,1,0,6,16,12,"01"
"4164","0803700014207058330301",5.12012038460497,1,0,6,9,17,"03"
"4165","0803700014423007370501",6.65870408604228,1,1,6,12,12,"05"
"4166","0803700014423007380101",3.36232646776396,1,0,6,6,0,"09"
"4167","0803700014423007390201",1.38773564939279,0,0,NA,0,0,"06"
"4168","0803700014423012370101",2.83359366875217,1,0,6,16,13,"02"
"4169","0803700014423012380201",4.86716705794777,0,0,6,17,9,"02"
"4170","0803700014423012390301",4.61474515798328,1,0,6,9,15,"07"
"4171","0803700014423024370201",4.77354920473102,0,0,6,9,9,"02"
"4172","0803700014423024380401",2.05194136028978,0,0,6,0,16,"04"
"4173","0803700014423024390501",6.71389373980232,1,0,6,5,6,"04"
"4174","0803700014565001310201",4.18900934481517,0,1,6,0,0,"06"
"4175","0803700014565001320501",-0.235872573676003,1,0,6,6,6,"06"
"4176","0803700014565001330401",3.00906606321537,0,0,6,12,12,"09"
"4177","0803700014565009310201",6.59904877882238,0,1,6,0,0,"07"
"4178","0803700014565009320301",-1.81381449788715,0,0,6,6,0,"07"
"4179","0803700014565009330101",-0.218760469709882,1,0,6,17,12,"09"
"4180","0803700014565052310501",4.71026667964579,0,0,6,17,17,"08"
"4181","0803700014565052320201",-0.841072160381123,0,0,6,9,12,"08"
"4182","0803700014565052330101",-0.11302873102642,1,0,6,9,9,"03"
"4183","0803700014777007320101",3.23211750828591,1,0,6,6,0,"06"
"4184","0803700014777007370301",1.85618960988997,1,0,6,6,6,"06"
"4185","0803700014777007390201",4.24702149973642,0,0,6,4,6,"NT"
"4186","0803700014777021320301",0.167122500488404,0,1,6,0,0,"06"
"4187","0803700014777021370101",0.0179360591752937,1,0,6,6,6,"04"
"4188","0803700014777021390502",6.13292326905429,1,0,6,3,6,"06"
"4189","0803700014777035320501",4.15687314347844,0,0,6,9,0,"09"
"4190","0803700014777035370201",4.91685723106073,0,0,6,6,6,"01"
"4191","0803700014777035390401",4.7053213311088,1,0,6,9,6,"09"
"4192","080370001514A035310201",5.13567257098155,0,0,6,17,12,"01"
"4193","080370001514A035310401",2.24036784458677,0,0,6,0,0,"05"
"4194","080370001514A035320301",5.07041196481001,0,0,6,16,16,"02"
"4195","080370001514A035320501",5.39705202975639,1,0,6,12,9,"05"
"4196","080370001514A035330101",5.88831432515085,1,0,6,12,6,"03"
"4197","080370001514A035330201",6.76285777739718,0,0,6,16,6,"02"
"4198","080370001514A048310301",3.6682984862492,0,0,6,18,17,"NT"
"4199","080370001514A048320401",5.5698907622649,1,0,6,16,15,"05"
"4200","080370001514A048330101",5.31890534468474,1,0,6,5,6,"06"
"4201","0803700015629016370401",6.46634120400301,1,0,6,16,12,"02"
"4202","0803700015629016380501",-2.0648933606362,0,1,6,0,0,"09"
"4203","0803700015629016390201",0.946035338298671,0,1,6,0,0,"06"
"4204","0803700015629019370101",0.974355563907256,1,0,6,12,12,"02"
"4205","0803700015629019380201",2.30139961313158,0,0,6,6,0,"08"
"4206","0803700015629019390401",6.44248663185428,1,0,6,15,15,"02"
"4207","0803700015629028370201",3.0330758934342,0,0,6,9,6,"08"
"4208","0803700015629028380301",0.353798360226025,1,0,6,9,0,"07"
"4209","0803700015629028390101",5.66485563558947,1,0,6,6,4,"04"
"4210","0803700016400001310101",4.13465892806178,1,0,6,0,0,"07"
"4211","0803700016400001320201",5.58846948722029,0,0,6,16,16,"02"
"4212","0803700016400001330401",3.6708932806327,1,0,6,18,2,"NT"
"4213","0803700016400003310401",3.94877908720204,0,0,6,0,0,"NT"
"4214","0803700016400003320501",2.5438796167169,1,0,6,6,5,"06"
"4215","0803700016400003330101",5.84650374095098,1,0,6,16,6,"02"
"4216","0803700016400011310201",6.36955456294254,0,0,6,0,0,"09"
"4217","0803700016400011320101",-0.913389116665396,1,0,2,9,9,"06"
"4218","0803700016400011330301",6.1766508058901,0,0,6,17,12,"01"
"4219","0803700016595006370401",1.1164167516228,1,0,6,12,6,"08"
"4220","0803700016595006370501",0.38286304705453,1,0,4,6,6,"07"
"4221","0803700016595006370502",0.426130487982884,1,0,6,9,6,"02"
"4222","0803700016595006380101",0.271276090061805,1,0,6,0,0,"NT"
"4223","0803700016595006390401",5.76825257941898,1,0,6,6,6,"09"
"4224","0803700016595033380301",2.92077668410775,0,1,4,9,0,"08"
"4225","0803700016595033390201",1.3048733797764,0,1,6,0,4,"06"
"4226","0803700016595039370301",-0.953360695379937,0,0,6,9,9,"07"
"4227","0803700016595039380201",-0.411685208003338,0,0,6,9,6,"07"
"4228","0803700016595039390101",6.17131373947772,1,0,6,6,6,"NT"
"4229","0803700016862003310201",-1.76831924208793,0,0,6,0,6,"09"
"4230","0803700016862003320502",0.858725637752267,1,0,6,3,4,"09"
"4231","0803700016862003330101",3.95237979902385,1,0,6,17,13,"02"
"4232","0803700016862016310201",1.45136433856384,0,0,6,6,0,"NT"
"4233","0803700016862016320101",3.76633686190489,1,0,6,5,6,"09"
"4234","0803700016862016320301",0.974355563907256,0,0,6,12,6,"09"
"4235","0803700016862016330401",0.233784571563735,1,0,6,0,6,"NT"
"4236","0803700016862023310501",1.40361744057023,0,0,6,0,0,"09"
"4237","0803700016862023330201",4.66178095961219,0,0,6,6,6,"06"
"4238","0803700017112013370201",5.93441741392108,0,0,6,15,9,"02"
"4239","0803700017112013380501",2.36846087006689,0,0,6,0,0,"08"
"4240","0803700017112052370501",-1.12282658265304,1,0,6,6,5,"04"
"4241","0803700017112052380101",2.48540091730697,1,0,6,0,16,"NT"
"4242","0803700017112052380201",6.82530316845409,0,0,6,12,0,"07"
"4243","0803700017112052390301",3.06228056139166,1,0,6,9,9,"09"
"4244","0803700017112055370101",0.961517437897976,1,0,6,6,6,"04"
"4245","0803700017112055370401",0.417085129180548,1,0,6,6,6,"04"
"4246","0803700017112055380301",-0.671637655050354,1,0,6,6,0,"07"
"4247","0803700017150008310301",1.10480617626266,0,1,2,0,0,"06"
"4248","0803700017150008320101",4.1441845615373,1,0,NA,3,0,"NT"
"4249","0803700017150008320201",3.14409246035708,0,0,6,9,9,"09"
"4250","0803700017150018310101",-1.13567559046139,1,0,6,0,0,"09"
"4251","0803700017150018320401",-2.3116597056963,0,0,NA,6,6,"07"
"4252","0803700017150018330501",3.33372622473654,1,1,6,0,0,"07"
"4253","0803700017150039310201",3.86079353697066,0,1,3,6,0,"99"
"4254","0803700017150039320301",3.6371710807124,1,0,6,9,9,"08"
"4255","0803700017150039330401",2.32977466684472,1,0,6,0,4,"06"
"4256","0803700017216001370101",-2.32324434791887,1,0,6,4,0,"06"
"4257","0803700017216001380101",-7.29023311673746,1,1,6,0,0,"06"
"4258","0803700017216001390201",-1.25339472427197,0,0,6,0,3,"09"
"4259","0803700017216002370401",-2.38255650924142,1,1,6,15,6,"02"
"4260","0803700017216002380201",-5.83249928073272,0,1,6,0,0,"06"
"4261","0803700017216002390301",-1.83048337038978,1,0,6,6,6,"09"
"4262","0803700017216022370301",-0.944381508572897,0,0,6,12,12,"08"
"4263","0803700017216022380401",-4.87637102598495,0,1,6,0,0,"05"
"4264","0803700017216022390501",-0.458123167356777,1,0,2,0,0,"09"
"4265","0803700017292009310101",-0.0065112667848708,1,1,6,9,0,"07"
"4266","0803700017292009320201",-2.77432406715961,0,0,6,6,9,"08"
"4267","0803700017292009330501",6.65870408604228,1,0,6,6,6,"07"
"4268","0803700017292023310201",1.32894336136358,0,0,6,16,0,"02"
"4269","0803700017292023320101",0.807970146932609,1,0,6,8,6,"06"
"4270","0803700017292023330301",-0.977465733733412,1,0,6,8,6,"09"
"4271","0803700017292024310401",3.866153415028,1,0,6,9,0,"08"
"4272","0803700017292024320501",1.36360249155607,1,0,6,5,6,"07"
"4273","0803700017292024330201",-0.442277839923118,0,1,6,12,6,"05"
"4274","0803700017606024370201",4.40804660585058,0,0,6,9,9,"04"
"4275","0803700017606024380301",5.44838101649288,1,0,6,0,0,"05"
"4276","0803700017606024380501",4.96907348856974,0,0,6,6,4,"NT"
"4277","0803700017606024390101",0.0250853805344842,1,0,2,16,12,"02"
"4278","0803700017606025370301",4.43602223652318,0,0,6,9,9,"07"
"4279","0803700017606025370401",1.42835032827186,1,0,6,9,9,"04"
"4280","0803700017606025380101",-3.81507190227273,1,0,6,0,0,"09"
"4281","0803700017606025380301",0.0769608588875976,0,0,6,0,0,"06"
"4282","0803700017606025390201",-0.857244849165989,0,0,NA,6,6,"09"
"4283","0803700017606025390401",-0.795094892899595,1,0,6,6,6,"09"
"4284","0803700017860004370201",1.895526281638,0,0,6,9,6,"06"
"4285","0803700017860004380101",-2.09460272639972,1,1,2,6,0,"NT"
"4286","0803700017860004390301",0.209433815697245,1,0,2,6,6,"05"
"4287","0803700017860005370401",-1.63293934874872,1,0,6,6,5,"08"
"4288","0803700017860005380101",-1.11037265599285,1,1,3,0,0,"NT"
"4289","0803700017860005390301",1.94788640248301,0,0,2,6,7,"05"
"4290","0803700017860007370401",1.31608423138365,1,0,6,9,6,"09"
"4291","0803700017860007380501",1.41844519904151,1,1,6,0,0,"06"
"4292","0803700017860007390201",-0.0162771931147825,0,0,6,0,6,"NT"
"4293","0804500150278003370101",0.107068955053667,1,0,6,3,4,"05"
"4294","0804500150278003370401",-4.31576998560131,1,0,6,1,6,"02"
"4295","0804500150278003390201",-1.11037265599285,0,0,6,0,2,"NT"
"4296","0804500150278003390501",-2.948695348916,1,0,6,0,0,"06"
"4297","0804500150278022370301",-5.17890160265296,1,0,6,4,4,"NT"
"4298","0804500150278022380101",0.371856903471902,1,0,6,6,6,"03"
"4299","0804500150278022380301",-3.07732291672862,1,0,6,6,6,"08"
"4300","0804500150278022390401",-1.49872272088036,1,0,6,6,6,"09"
"4301","0804500150278042370201",-0.629156739447867,0,0,6,6,4,"06"
"4302","0804500150278042380201",0.782877139851794,0,0,6,3,0,"06"
"4303","0804500150278042380501",-0.30981184938118,1,0,6,6,6,"04"
"4304","0804500150278042390101",-0.340498941695952,1,0,2,0,3,"06"
"4305","0804509100000001310101",-6.97594962874919,1,0,6,0,0,"NT"
"4306","0804509100000001310102",-5.82194798226218,1,0,6,0,0,"NT"
"4307","0804509100000001310201",-7.05100979831519,0,0,6,0,0,"NT"
"4308","0804509100000001310202",-8.43079234661894,0,0,6,5,0,"NT"
"4309","0804509100000001310301",-7.34874094517464,0,0,6,6,0,"NT"
"4310","0804509100000001310401",-7.18107951565625,1,0,6,0,0,"NT"
"4311","0804509100000001310501",-6.91257400262246,1,0,6,0,0,"NT"
"4312","0804509100000001320101",-3.74688232609493,1,0,6,5,0,"NT"
"4313","0804509100000001320201",-2.52079523533258,0,0,6,2,0,"NT"
"4314","0804509100000001320401",-0.596915964292032,1,0,6,6,6,"NT"
"4315","0804509100000001320501",-2.05578713532582,1,0,6,6,6,"NT"
"4316","0804800640000001310102",-6.14071435943278,1,0,6,0,0,"06"
"4317","0804800640000001310103",-4.10252406024706,1,0,6,6,0,"06"
"4318","0804800640000001310301",-2.17549701855829,1,0,6,0,0,"06"
"4319","0804800640000001310401",0.0896580379076553,0,0,6,9,6,"09"
"4320","0804800640000001320201",-4.53983372461761,0,0,6,0,0,"06"
"4321","0804800640000001320401",-0.920672750653598,0,0,6,0,0,"06"
"4322","0804800640000001320501",-2.31412951329325,0,0,6,6,6,"08"
"4323","0804800640000001330201",4.39028200762033,0,0,6,11,9,"06"
"4324","0805000010920009370101",-0.707695338233113,1,0,6,3,6,"06"
"4325","0805000010920009370201",-0.652515127878833,0,0,6,6,6,"06"
"4326","0805000010920009370301",4.44469183362188,1,0,6,6,9,"04"
"4327","0805000010920009370501",0.763119184008999,1,0,NA,3,5,"04"
"4328","0805000010920018380101",2.99382895170722,1,0,6,0,5,"06"
"4329","0805000010920018380201",0.562745235883551,0,0,6,0,6,"06"
"4330","0805000010920018380401",1.32396297906107,0,0,6,0,0,"06"
"4331","0805000010920018380501",4.96907348856974,0,1,6,12,0,"09"
"4332","0805000010920026390101",-0.85291709950921,1,0,6,0,0,"08"
"4333","0805000010920026390201",-0.772617782223361,0,0,6,0,3,"07"
"4334","0805000010920026390401",-2.37704057970815,1,0,6,4,2,"06"
"4335","0805200010889060370101",1.14728709186515,1,0,6,0,4,"NT"
"4336","0805200010889060370201",-1.25712438969419,0,0,6,0,6,"06"
"4337","0805200010889060390101",-1.27452857351202,1,0,6,0,0,"06"
"4338","0805200010889067370201",-0.185496796985277,0,0,6,0,0,"NT"
"4339","0805200010889067370401",2.85730899286498,1,0,6,0,4,"07"
"4340","0805200010889067390501",0.393414524121472,1,0,6,2,5,"06"
"4341","0805200010889069370301",-0.815286455252533,1,0,6,6,9,"07"
"4342","0805200010889069370501",-1.05560367855825,1,0,6,0,0,"NT"
"4343","0805200010889069390401",-1.52208110931133,1,0,6,6,9,"09"
"4344","080670001074A008310101",-0.64504074259374,1,0,6,6,0,"06"
"4345","080670001074A008310501",-3.29662469914166,1,0,6,0,0,"06"
"4346","080670001074A008320201",-1.99151439739435,0,0,6,6,3,"06"
"4347","080670001074A008330201",3.08709508113977,0,0,6,6,6,"07"
"4348","080670001074A023310301",-2.31282066760198,0,0,6,0,0,"09"
"4349","080670001074A023320201",-3.25212249067392,0,0,6,6,5,"06"
"4350","080670001074A023330101",-0.185110819679657,1,0,6,0,4,"06"
"4351","080670001074A023380401",-0.542861005482776,1,0,6,1,1,"06"
"4352","080670001074A031310201",-6.9679100276907,0,0,6,0,0,"06"
"4353","080670001074A031320401",0.479543256617032,1,0,6,5,3,"06"
"4354","080670001074A031330501",-1.13575353299103,1,0,6,2,2,"08"
"4355","080670001074A031380101",-1.32971822727206,1,0,6,2,2,"06"
"4356","0900200010044015150101",4.17251480454879,1,0,6,0,0,"04"
"4357","0900200010044015160101",3.19580758163826,1,0,6,0,2,"NT"
"4358","0900200010044015170201",5.13366704803447,0,0,6,0,0,"09"
"4359","0900200010044034150501",-0.145449406966958,1,0,6,0,0,"09"
"4360","0900200010044034160401",3.08597521939081,1,1,6,3,6,"09"
"4361","0900200010044034170301",2.7891559117906,1,0,6,0,9,"NT"
"4362","0900200010044041150201",1.6163156504167,0,0,6,9,6,"02"
"4363","0900200010044041160301",4.49533485403927,0,0,6,9,9,"08"
"4364","0900200010044041170401",4.1029977587817,1,0,4,0,0,"NT"
"4365","0900200010190002210101",5.97184406739624,1,0,6,6,6,"04"
"4366","0900200010190002210301",-1.67265129797012,1,1,6,3,0,"06"
"4367","0900200010190002220501",3.18692061057579,1,0,6,9,6,"04"
"4368","0900200010190002230401",0.378690798216266,1,0,6,6,6,"08"
"4369","0900200010190008210101",1.61478322138976,1,0,6,4,3,"02"
"4370","0900200010190008220201",3.53951880081684,0,0,6,6,6,"09"
"4371","0900200010190008230201",1.48535086299119,0,0,6,3,6,"07"
"4372","0900200010190031210201",2.25126974205208,0,0,6,3,6,"04"
"4373","0900200010190031220101",-1.23998774648951,1,0,3,0,0,"09"
"4374","0900200010190031230501",2.1177932421705,0,0,6,4,0,"04"
"4375","0900200010237007270401",2.94028961651603,1,0,6,6,6,"07"
"4376","0900200010237007280501",5.2311833325889,0,0,6,4,0,"07"
"4377","0900200010237007290201",1.671778725946,0,1,6,9,3,"05"
"4378","0900200010237010270201",3.26990123422684,0,1,4,3,1,"05"
"4379","0900200010237010280401",2.10119105541471,1,0,6,4,2,"07"
"4380","0900200010237010290301",-3.40240497849441,1,0,6,0,0,"09"
"4381","0900200010237011270101",2.61579686430953,1,0,3,5,6,"02"
"4382","0900200010237011280301",2.1952607014185,0,0,6,18,12,"04"
"4383","0900200010237011290101",-3.82543798269951,1,0,6,9,0,"09"
"4384","0900200010294003850101",5.45830990501332,1,1,6,6,3,"07"
"4385","0900200010294003860201",4.25758874246302,0,1,6,0,0,"08"
"4386","0900200010294003860301",5.30708482445761,1,0,6,17,17,"02"
"4387","0900200010294009850101",5.02222920803026,1,0,6,0,3,"09"
"4388","0900200010294009860301",-0.786167299034669,0,0,2,0,6,"NT"
"4389","0900200010294009870501",2.96803105070621,0,0,6,9,6,"04"
"4390","0900200010294012850201",6.61882292786737,0,0,4,9,6,"05"
"4391","0900200010294012850501",0.531041003934447,1,0,6,5,3,"07"
"4392","0900200010294012860401",1.22364304509531,1,0,6,0,5,"07"
"4393","0900200010311011910101",4.00495954627121,1,0,6,6,6,"04"
"4394","0900200010311011920201",-2.49135016079302,0,0,4,0,3,"NT"
"4395","0900200010311011920501",2.46520861170638,0,0,6,3,9,"07"
"4396","0900200010311033910402",-1.37740039575153,1,1,6,0,0,"06"
"4397","0900200010311033920501",3.07114412679618,0,0,4,3,6,"07"
"4398","0900200010311033930201",4.47633830138544,0,0,6,17,12,"02"
"4399","0900200010311033930202",4.19746143363725,0,0,6,6,9,"07"
"4400","0900200010311034910301",5.66277664811716,0,0,6,15,12,"02"
"4401","0900200010311034920101",1.56781244191907,1,0,6,0,6,"NT"
"4402","0900200010398001970401",2.34166600166261,0,0,6,9,6,"02"
"4403","0900200010398001980201",1.55906575439329,0,0,6,0,0,"NT"
"4404","0900200010398001990101",-3.82543798269951,1,0,6,9,0,"08"
"4405","0900200010398001990102",-1.78989508023098,1,0,6,6,6,"09"
"4406","0900200010398011970301",1.09191157599514,1,0,6,9,12,"NT"
"4407","0900200010398011980401",4.81984167513647,0,0,6,0,0,"NT"
"4408","0900200010398021970501",5.15154323345816,1,0,6,6,6,"04"
"4409","0900200010398021980301",2.80518918948591,0,0,6,6,6,"08"
"4410","0900200010398021990201",2.57522304365992,0,0,6,12,9,"02"
"4411","0900200010472002030101",2.61475042924473,1,0,6,6,6,"04"
"4412","0900200010472002040501",2.44267801035199,1,0,6,6,6,"09"
"4413","0900200010472002050201",4.52315889593009,0,0,6,12,12,"09"
"4414","0900200010472008030401",-4.24399221280284,1,0,6,6,6,"06"
"4415","0900200010472008040301",4.57514244597729,0,0,6,15,15,"02"
"4416","0900200010472008050401",3.98754690717689,1,0,6,9,12,"NT"
"4417","0900200010472028030201",-3.17555918335395,0,0,6,9,6,"07"
"4418","0900200010472028040501",3.27120919194278,1,0,6,0,9,"NT"
"4419","0900200010472028050101",3.49055476322198,1,0,6,16,9,"02"
"4420","0900200010491009090401",3.8666983832208,1,1,6,6,6,"09"
"4421","0900200010491009100501",2.9095017122715,0,0,6,6,6,"05"
"4422","0900200010491009110101",2.73645411421862,1,0,6,6,4,"04"
"4423","0900200010491011090201",-2.67659914206588,0,0,6,6,6,"05"
"4424","0900200010491011100101",4.38539372159903,1,0,6,13,6,"02"
"4425","0900200010491013090501",1.70787257936421,1,0,6,0,0,"07"
"4426","0900200010491013100201",3.71146020704704,0,0,6,9,9,"NT"
"4427","0900200010491013110201",3.97177067976697,0,0,6,0,9,"08"
"4428","0900200010491013110301",3.6587218932231,1,0,6,9,9,"04"
"4429","0900200010504007150101",0.944744098244187,1,0,6,7,17,"09"
"4430","0900200010504007160101",6.44248663185428,1,0,6,0,0,"NT"
"4431","0900200010504007170201",3.90454322892892,0,0,4,6,8,"09"
"4432","0900200010504020150301",-2.54244076978938,0,0,4,6,6,"03"
"4433","0900200010504020170201",3.97015274076196,0,0,6,0,0,"07"
"4434","0900200010504020170401",1.96222670131499,0,0,4,0,4,"NT"
"4435","0900200010504023150501",0.476136142587994,1,0,6,9,9,"07"
"4436","0900200010504023160401",2.16777596906315,0,1,4,0,0,"NT"
"4437","0900200010504023170301",-0.853739657917064,0,0,4,9,12,"07"
"4438","0900200010701001210401",3.94877908720204,1,0,6,6,6,"08"
"4439","0900200010701001220401",4.72788861721724,0,0,6,16,16,"02"
"4440","0900200010701001220501",-0.271132781417673,1,0,6,0,0,"NT"
"4441","0900200010701001230101",4.6860064932721,1,0,6,18,17,"02"
"4442","0900200010701010210201",5.13959707053572,0,0,6,6,6,"07"
"4443","0900200010701010220201",3.33372622473654,0,0,6,17,10,"02"
"4444","0900200010701010230101",3.44358433188769,1,0,6,9,0,"04"
"4445","0900200010701010230501",5.57468991872942,1,0,6,9,9,"02"
"4446","0900200010701017210201",3.38250324386183,0,0,6,6,6,"06"
"4447","0900200010701017210301",-0.0432064237886411,1,0,6,9,12,"04"
"4448","0900200010701017220101",2.272643395612,1,0,4,15,9,"02"
"4449","0900200010701017230301",4.77126955125521,0,0,6,12,9,"04"
"4450","090020001081A011270501",-4.58597386249836,1,0,6,0,6,"NT"
"4451","090020001081A011290301",-0.976325835700471,0,0,6,17,17,"09"
"4452","090020001081A021270101",5.80653423307896,1,0,6,9,9,"99"
"4453","090020001081A021270201",4.97693775951849,0,0,6,9,9,"04"
"4454","090020001081A021290101",-2.17908865927076,1,0,4,0,0,"09"
"4455","090020001081A024270201",1.64676372392231,0,0,6,0,0,"NT"
